brand,price,type,colour,msoffice,RAM,RAMtype,SSD,SSDCap,HDDCap,ProcessorBrand,ProcessorName,ProcessorVariant,ClockSpeed,GPU,GPUramtype,GPUramcap,OS,Touchscreen,Screensize,Screenreso,refreshrate,Bluetooth,Weight,BacklitKB,warranty
ASUS,"₹62,990",Gaming Laptop,Quiet Blue,Yes,16 GB,DDR4,Yes,512 GB,0,AMD,Ryzen 7 Octa Core,5800HS,3.2GHz Upto 4.4GHz,NVIDIA GeForce RTX 2050,GDDR6,4 GB,Windows 11 Home,No,39.62 cm (15.6 Inch),1920 x 1080 Pixel,144 Hz,v5.3,1.80 Kg,Yes,1 Year Onsite Warranty
ASUS,"₹47,990",Thin and Light Laptop,Transparent Silver,Yes,8 GB,DDR4,Yes,512 GB,0,Intel,Core i5,1235U,"Base Frequency 1.3 GHz, Max Turbo Frequency Upto 4.4 GHz",Intel Integrated UHD,GDDR4,2 GB,Windows 11 Home,No,35.56 cm (14 inch),1920 x 1080 Pixels,60,v5.0,1.50 kg,No,1 Year Onsite Warranty
MSI,"₹1,26,990",Gaming Laptop,Gray,No,16 GB,DDR5,Yes,1 TB,0,Intel,Core i7,13700H,3.7 GHz upto max turbo frequency at 5.0 Ghz,NVIDIA GeForce RTX 4060,GDDR6,8 GB,Windows 11 Home,No,39.62 cm (15.6 Inch),1920 x 1080 Pixel,360 Hz,v5.2,2.3 Kg,Yes,2 Year Carry-in Warranty
Acer,"₹36,800",Thin and Light Laptop,Black,No,8 GB,DDR4,Yes,256 GB,0,Intel,Celeron Dual Core,N4500,1.10 GHz with Max Turbo Boost Frequency Up to 2.80 GHz,Intel Integrated UHD,GDDR4,2 GB,Windows 11 Home,No,29.46 cm (11.6 Inch),1366 x 768 Pixel,60,v5.0,1.2 Kg,No,1 Year Onsite Warranty
MSI,"₹45,990",Gaming Laptop,Black,No,8 GB,DDR5,Yes,512 GB,0,AMD,Ryzen 5 Hexa Core,7535HS,Max Frequency Up to 4.55 GHz,AMD Radeon RX6550M,GDDR6,4 GB,Windows 11 Home,No,39.62 cm (15.6 inch),1920 X 1080 Pixel,144 Hz,v5.3,2.35 Kg,Yes,1 Year Carry-in Warranty
AXL,"₹16,970",Thin and Light Laptop,Space Grey,No,4 GB,DDR4,Yes,256 GB,0,Intel,Celeron Dual Core,,,Intel Integrated,GDDR4,2 GB,Windows 11 Home,No,39.62 cm (15.6 inch),1920*1080 pixel,60,yes,,No,1 Year
Infinix,"₹18,990",Thin and Light Laptop,Blue,No,4 GB,LPDDR4X,Yes,128 GB,0,Intel,Celeron Quad Core,N5100,Max Frequency up to 2.8 GHz,Intel Integrated UHD,GDDR4,2 GB,Windows 11 Home,No,39.62 cm (15.6 Inch),1920 x 1080 Pixel,60,v5.1,1.76 Kg,,1 Year Onsite Warranty
LG,"₹58,490",Thin and Light Laptop,Charcoal Grey,No,8 GB,DDR5,Yes,512 GB,0,Intel,Core i5,1240P,2.1 GHz up to 4.7 GHz,Intel Integrated Iris Xe,GDDR4,2 GB,Windows 11 Home,No,35.56 cm (14 Inch),1920 x 1200 Pixel,60,v5.1,0.999 Kg,Yes,"Onsite 3 year warranty - 1st year internationally cover-up, rest 2 year India"
Lenovo,"₹47,980",Gaming Laptop,Shadow Black,Yes,8 GB,DDR4,Yes,512 GB,0,AMD,Ryzen 5 Quad Core,R5-5500H,,NVIDIA GeForce RTX NVIDIA GeForce® RTX™ 2050,GDDR6,4 GB,Windows 11 Home,No,39.62 cm (15.6 inch),1920 x 1080$$Pixels pixel,60,Yes,,No,1 Year warranty
Lenovo,"₹48,990",Thin and Light Laptop,Arctic Grey,Yes,16 GB,DDR4,Yes,512 GB,0,AMD,Ryzen 7 Octa Core,5700U,1.80 GHz up to 4.30 GHz,AMD Radeon AMD,GDDR4,2 GB,Windows 11 Home,No,39.62 cm (15.6 Inch),1920 x 1080 Pixel,60,v5.1,1.65 Kg,Yes,1 Year Onsite Warranty + 1 Year ADP
CHUWI,"₹27,990",2 in 1 Laptop,Grey,No,12 GB,LPDDR4,Yes,512 GB,0,Intel,Core i3,Intel Core i3-1215U,2.8GHz,Intel Integrated Intel UHD Graphics,GDDR3,2 GB,Windows 11 Home,Yes,34.29 cm (13.5 inch),2256x1504 pixel,60,5.2,1340 g,Yes,1 Year Onsite Warranty
HP,"₹71,990",Gaming Laptop,Performance Blue,No,16 GB,DDR4,Yes,512 GB,0,AMD,Ryzen 7 Octa Core,5800H,3.2GHz upto max turbo frequency at 4.4 GHz,NVIDIA GeForce RTX 3050,GDDR6,4 GB,Windows 11 Home,No,39.62 cm (15.6 Inch),1920 x 1080 Pixel,60,v5.3,2.37 Kg,Yes,1 Year Onsite Warranty
ASUS,"₹34,800",Thin and Light Laptop,Transparent Silver,Yes,8 GB,DDR4,Yes,512 GB,0,Intel,Core i3,1005G1,1.2 GHz upto max turbo frequency at 3.4 Ghz,Intel Integrated UHD,GDDR4,2 GB,Windows 11 Home,No,39.62 cm (15.6 inch),1920 x 1080 Pixel,60,v4.1,1.80 kg,No,1 Year Onsite Warranty
HP,"₹67,999",Gaming Laptop,Performance Blue,Yes,16 GB,DDR4,Yes,512 GB,0,Intel,Core i5,,,NVIDIA GeForce RTX RTX 3050 4GB Graphics Card,DDR4,4 GB,Windows 11 Home,No,39.62 cm (15.6 inch),1920 x 1080 pixel,60,YES,,No,1 Year Warranty
GIGABYTE,"₹71,990",Gaming Laptop,Black,No,16 GB,DDR4,Yes,512 GB,0,Intel,Core i5,12450H,3.3 GHz upto max turbo frequency at 4.4 Ghz,NVIDIA GeForce RTX 4050,GDDR6,6 GB,Windows 11 Home,No,39.62 cm (15.6 Inch),1920 x 1080 Pixel,60,v5.2,2.08 Kg,No,2 Year Carry-in Warranty
DELL,"₹70,790",Laptop,Platinum Silver,Yes,16 GB,LPDDR5,Yes,1 TB,0,Intel,Core i5,,,Intel Integrated Intel Iris Xe Graphics,GDDR4,2 GB,Windows 11 Home,No,35.56 cm (14 inch),2220 X 1080 pixel,120 Hz,YES,,No,1-year warranty
HP,"₹36,700",Thin and Light Laptop,Natural Silver,Yes,8 GB,DDR4,Yes,512 GB,0,Intel,Core i3,,4.1 GHz Max Turbo Frequency,Intel Integrated UHD,GDDR4,2 GB,Windows 10 Home,No,35.56 cm (14 inch),1920 x 1080 Pixels,60,v5.0,1.46 Kg,Yes,1 Year Onsite Warranty
HP,"₹60,479",Gaming Laptop,Silver,Yes,8 GB,DDR4,Yes,512 GB,0,Intel,Core i5,12450H,"Base Clock 2.0 Ghz, Max Turbo Boost Frequency Up to 4.4 GHz",NVIDIA GeForce GTX 1650,GDDR6,4 GB,Windows 11 Home,No,39.62 cm (15.6 Inch),1920 x 1080 Pixel,144 Hz,v5.2,2.37 Kg,Yes,1 Year Onsite Warranty
HP,"₹77,500",Thin and Light Laptop,Natural Silver,Yes,16 GB,DDR4,Yes,512 GB,0,AMD,Ryzen 5 Hexa Core,5600U,2.3 GHz with Turbo Boost Upto 4.2 GHz,AMD Radeon Radeon,GDDR4,2 GB,Windows 10 Home,No,33.78 cm (13.3 inch),1920 x 1080 Pixel,60,v5.2,0.97 kg,Yes,1 Year Onsite Warranty
MSI,"₹1,09,990",Gaming Laptop,Translucent Black,No,16 GB,DDR5,Yes,512 GB,0,Intel,Core i7,i7-12650H,3.5GHz with Turbo Boost upto 4.70GHz,NVIDIA GeForce RTX 4060,GDDR6,8 GB,Windows 11 Home,No,39.62 cm (15.6 inch),1920 x 1080 pixel,144 Hz,Bluetooth v5.2,1.98 kg,Yes,2 Year Carry-in Or Onsite
ASUS,"₹44,500",Thin and Light Laptop,Slate Grey,Yes,8 GB,DDR4,Yes,512 GB,0,Intel,Core i3,1115G4,4.1,Intel Integrated UHD Graphics,GDDR4,2 GB,Windows 11 Home,Yes,39.62 cm (15.6 Inch),1920 x 1080 Pixels,60,v4.1,1.80 Kg,No,1 Year Onsite Warranty
MSI,"₹2,19,990",Gaming Laptop,Selenite Gray,No,32 GB,DDR5,Yes,1 TB,0,Intel,Core i9,13900H,Max Turbo Boost at 5.4 GHz,NVIDIA GeForce RTX 4060,GDDR6,8 GB,Windows 11 Pro,No,40.64 cm (16 Inch),3840 x 2400 Pixels,60 Hz,v5.3,1.88 kg,No,2 Year Warranty Term
DELL,"₹35,490",Thin and Light Laptop,Platinum Silver,Yes,8 GB,DDR4,Yes,512 GB,0,Intel,Core i3,1115G4,0.9 GHz upto max turbo frequency at 4.4 Ghz,Intel Integrated UHD,GDDR4,2 GB,Windows 11 Home,No,39.62 cm (15.6 Inch),1920 x 1080 Pixel,120 Hz,v5.2,1.65 Kg,No,1 Year Onsite Hardware Service
ASUS,"₹74,990",Thin and Light Laptop,Indie Black,Yes,16 GB,DDR4,Yes,512 GB,0,Intel,Core i7,12700H,2.3 GHz with Max Turbo Boost Frequency Up to 4.70 GHz,Intel Integrated Iris Xe,GDDR4,2 GB,Windows 11 Home,No,39.62 cm (15.6 inch),1920 X 1080 Pixel,60,v5.3,1.80 Kg,Yes,1 Year Onsite Warranty
Acer,"₹31,000",Thin and Light Laptop,Pure Silver,No,8 GB,DDR4,Yes,256 GB,0,Intel,Core i3,1115G4,1.7 GHz upto max turbo frequency at 4.1 Ghz,Intel Integrated UHD,GDDR4,2 GB,Windows 11 Home,No,39.62 cm (15.6 inch),1920 x 1080 Pixel,60,v5.0,1.7 kg,No,1 Year International Travelers Warranty (ITW)
Acer,"₹26,990",Thin and Light Laptop,Rose Gold,No,8 GB,DDR4,Yes,256 GB,0,AMD,Ryzen 3 Dual Core,3250U,2.60 Ghz with Max Turbo Frequency up to 3.5 Ghz,AMD Radeon Radeon Graphics,GDDR4,2 GB,Windows 11 Home,No,35.56 cm (14 inch),1366 x 768 Pixels,60,v4.2,1.5 Kg,No,1 Year International Travelers Warranty (ITW)
ASUS,"₹33,990",Thin and Light Laptop,Cool Silver,Yes,8 GB,LPDDR5,Yes,512 GB,0,AMD,Ryzen 3 Quad Core,7320U,2.4 GHz upto max turbo frequency at 4.1 Ghz,AMD Radeon AMD,GDDR4,2 GB,Windows 11 Home,No,39.62 cm (15.6 Inch),1920 x 1080 Pixel,60,v5.0,1.63 Kg,No,1 Year Onsite Warranty
Lenovo,"₹56,500",Thin and Light Laptop,Graphite Grey,Yes,16 GB,DDR4,Yes,512 GB,0,AMD,Ryzen 7 Hexa Core,5700U,1.8 GHz (Base) - 4.3 GHz (Max),AMD Radeon Integrated AMD Radeon Graphics,GDDR4,2 GB,Windows 11 Home,No,39.62 cm (15.6 inch),1920x1080 pixel,60,5.2,1.66 kg,Yes,1 Year Onsite Warranty + 1 Year Premium Care + 1 Year Accidental Damage Protection
Acer,"₹29,990",Thin and Light Laptop,Pure Silver,No,8 GB,DDR4,Yes,512 GB,0,Intel,Core i3,1215U,0.9 GHz upto max turbo frequency at 4.4 Ghz,Intel Integrated UHD,GDDR4,2 GB,Windows 11 Home,No,39.62 cm (15.6 inch),1920 x 1080 Pixel,60,v5.0,1.7 Kg,No,1 Year Onsite Warranty
Lenovo,"₹84,990",Gaming Laptop,Luna Grey,Yes,16 GB,DDR5,Yes,512 GB,0,Intel,Core i5,13450HX,Max Turbo Frequency up to 4.6 GHz,NVIDIA GeForce RTX 3050,GDDR6,6 GB,Windows 11 Pro,No,39.62 cm (15.6 Inch),1920 X 1080 Pixel,60,v5.1,2.4 Kg,No,1 Year Onsite Warranty
MSI,"₹45,990",Gaming Laptop,Black,No,8 GB,DDR5,Yes,512 GB,0,AMD,Ryzen 5 Hexa Core,7535HS,Max Frequency Up to 4.55 GHz,AMD Radeon RX6550M,GDDR6,4 GB,Windows 11 Home,No,39.62 cm (15.6 inch),1920 X 1080 Pixel,144 Hz,v5.3,2.35 Kg,Yes,1 Year Carry-in Warranty
AXL,"₹16,970",Thin and Light Laptop,Space Grey,No,4 GB,DDR4,Yes,256 GB,0,Intel,Celeron Dual Core,,,Intel Integrated,GDDR4,2 GB,Windows 11 Home,No,39.62 cm (15.6 inch),1920*1080 pixel,60,yes,,No,1 Year
ASUS,"₹76,990",Gaming Laptop,Indie Black,Yes,16 GB,DDR4,Yes,512 GB,0,Intel,Core i5,12450H,3.3 GHz upto max turbo frequency at 4.4 Ghz,NVIDIA GeForce RTX 4050,GDDR6,6 GB,Windows 11 Home,No,40.64 cm (16 Inch),1920 x 1200 Pixel,60,v5.3,1.80 Kg,Yes,1 Year Onsite Warranty
HP,"₹23,990",Laptop,Black,No,8 GB,LPDDR4,Yes,256 GB,0,AMD,Athlon Dual Core,,,AMD Radeon AMD,GDDR4,2 GB,Windows 11 Home,No,39.62 cm (15.6 inch),1024 x 768 pixel,60,Yes,,No,1 YEAR
CHUWI,"₹27,990",2 in 1 Laptop,Grey,No,12 GB,LPDDR4,Yes,512 GB,0,Intel,Core i3,Intel Core i3-1215U,2.8GHz,Intel Integrated Intel UHD Graphics,GDDR3,2 GB,Windows 11 Home,Yes,34.29 cm (13.5 inch),2256x1504 pixel,60,5.2,1340 g,Yes,1 Year Onsite Warranty
Acer,"₹36,990",Thin and Light Laptop,Steel Gray,Yes,8 GB,LPDDR5,Yes,512 GB,0,Intel,Core i3,31305 U,Max Turbo Frequency up to 4.5 GHz,Intel Integrated UHD,GDDR4,2 GB,Windows 11 Home,No,39.62 cm (15.6 Inch),1920 x 1080 Pixel,60,v5.1,1.78 Kg,No,1 Year Onsite Warranty
ASUS,"₹99,990",Gaming Laptop,Eclipse Gray,Yes,16 GB,DDR5,Yes,1 TB,0,AMD,Ryzen 7 Octa Core,6800HS,Up to 4.7 GHz max boost,NVIDIA GeForce RTX 3060,GDDR6,6 GB,Windows 11 Home,No,39.62 cm (15.6 inch),2560 x 1440 Pixel,240 Hz,v5.2,1.90 kg,Yes,1 Year Onsite Warranty
HP,"₹89,890",Thin and Light Laptop,Natural Silver,Yes,16 GB,DDR4,Yes,1 TB,0,Intel,Core i7,1260P,Max Boost Frequency Upto 4.7 GHz,Intel Integrated Iris Xe,GDDR4,2 GB,Windows 11 Home,No,39.62 cm (15.6 inch),1920 x 1080 Pixel,60,v5.2,1.75 Kg kg,Yes,1 Year Onsite Warranty
ASUS,"₹60,990",Laptop,Transparent Silver,Yes,16 GB,DDR4,Yes,512 GB,0,Intel,Core i5,1335U,Max Turbo Frequency up to 4.6 GHz,Intel Integrated Iris Xe,GDDR4,2 GB,Windows 11 Home,No,40.64 cm (16 Inch),1920 x 1200 Pixel,60,v5.0,1.88 Kg,Yes,1 Year Onsite Warranty
HP,"₹78,490",Laptop,Nightfall Black,Yes,16 GB,LPDDR5,Yes,512 GB,0,AMD,Ryzen 5 Hexa Core,7530U,2.0 GHz with Turbo Boost Upto 4.5 GHz,AMD Radeon AMD,GDDR4,2 GB,Windows 11 Home,Yes,39.62 cm (15.6 Inch),1920 x 1080 Pixel,60,v5.3,2.14 Kg,Yes,1 Year Onsite Warranty
HP,"₹72,490",Thin and Light Laptop,Natural Silver,Yes,16 GB,DDR4,Yes,1 TB,0,Intel,Core i5,1335U,Max Turbo Frequency up to 4.6 GHz,Intel Integrated Iris Xe,GDDR4,2 GB,Windows 11 Home,No,39.62 cm (15.6 Inch),1920 x 1080 Pixel,60,v5.3,1.75 Kg,Yes,1 Year Onsite Warranty
Lenovo,"₹66,990",Gaming Laptop,Onyx Grey,Yes,8 GB,DDR5,Yes,512 GB,0,AMD,Ryzen 7 Octa Core,6800H,"Base Frequency 3.2 GHz, Max Turbo Boost at 4.7 GHz",NVIDIA GeForce RTX 3050,GDDR6,4 GB,Windows 11 Home,No,39.62 cm (15.6 inch),1920 x 1080 Pixels,60,v5.1,2.32 kg,Yes,1 Year Onsite Warranty
Lenovo,"₹76,990",Laptop,Cloud Grey,Yes,16 GB,LPDDR5X,Yes,1 TB,0,Intel,Core Ultra 5,125H,Max Turbo up to 4.5Ghz,Intel Integrated Arc,GDDR4,2 GB,Windows 11 Home,No,35.56 cm (14 Inch),1920 x 1200 Pixel,60,v5.3,1.46 Kg,No,1 Year Onsite warranty
MSI,"₹82,990",Gaming Laptop,Black,No,8 GB,DDR4,Yes,512 GB,0,Intel,Core i7,12650H,3.2 GHz upto max turbo frequency at 4.7 Ghz,NVIDIA GeForce RTX 3050,GDDR6,4 GB,Windows 11 Home,No,39.62 cm (15.6 Inch),1920 x 1080 Pixel,144 Hz,v5.2,2.25 Kg,Yes,2 Year Carry-in Warranty
DELL,"₹51,699",Thin and Light Laptop,Platinum Silver,Yes,16 GB,DDR4,Yes,512 GB,0,Intel,Core i5,1135G7,4.2,Intel Integrated UHD Graphics,GDDR4,2 GB,Windows 11 Home,No,39.62 cm (15.6 Inch),1920 x 1080 Pixel,60,v5.0,1.8 Kgs,Yes,1 Year Onsite Warranty
ASUS,"₹44,990",Thin and Light Laptop,Cool Silver,Yes,16 GB,LPDDR5,Yes,512 GB,0,AMD,Ryzen 5 Quad Core,7520U,2.8 GHz upto max turbo frequency at 4.3 Ghz,AMD Radeon Radeon,GDDR4,2 GB,Windows 11 Home,No,39.62 cm (15.6 inch),1920 x 1080 pixel,60,5.0,1.63 kg,No,1 Year Onsite
HP,"₹33,490",Business Laptop,Silver,No,8 GB,DDR4,Yes,512 GB,0,Intel,Core i3,Intel Core i3 1215U,2.6 GHz,NA,DDR4,2 GB,Windows 11 Home,No,39.62 cm (15.6 inch),1366 X 768 pixel,60,v5.0,1.47 kg,No,1 year Domestic warranty
Lenovo,"₹47,990",Gaming Laptop,Shadow Black,No,8 GB,DDR4,Yes,512 GB,0,AMD,Ryzen 5 Quad Core,5500H,Max Turbo Frequency upto 4.2 GHz,NVIDIA GeForce RTX 2050,GDDR6,4 GB,Windows 11 Home,No,100.63 cm (39.62 cm),1920 X 1080 Pixel,60,v5.1,2.25 Kg,Yes,1 Year Carry-in Warranty
WINGS,"₹26,990",Thin and Light Laptop,Red,No,8 GB,DDR4,Yes,512 GB,0,Intel,Core i5,1155G7,2.5 GHz upto max turbo frequency at 4.5 Ghz,Intel Integrated UHD,DDR4,2 GB,Windows 11 Home,No,39.62 cm (15.6 Inch),1920 x 1020 Pixel,60,Yes,1.60 Kg,No,1 Year Onsite Warranty
HP,"₹64,490",Gaming Laptop,Performance Blue,No,16 GB,DDR4,Yes,512 GB,0,AMD,Ryzen 5 Hexa Core,5600H,3.3GHz Upto max turbo frequency at 4.2 GHz,AMD Radeon RX 6500M,GDDR6,4 GB,Windows 11 Home,No,39.62 cm (15.6 Inch),1920 x 1080 Pixel,60,v5.3,2.37 Kg,Yes,1 Year Onsite Warranty
MSI,"₹45,990",Gaming Laptop,Black,No,8 GB,DDR5,Yes,512 GB,0,AMD,Ryzen 5 Hexa Core,7535HS,Max Frequency Up to 4.55 GHz,AMD Radeon RX6550M,GDDR6,4 GB,Windows 11 Home,No,39.62 cm (15.6 inch),1920 X 1080 Pixel,144 Hz,v5.3,2.35 Kg,Yes,1 Year Carry-in Warranty
CHUWI,"₹27,990",2 in 1 Laptop,Grey,No,12 GB,LPDDR4,Yes,512 GB,0,Intel,Core i3,Intel Core i3-1215U,2.8GHz,Intel Integrated Intel UHD Graphics,GDDR3,2 GB,Windows 11 Home,Yes,34.29 cm (13.5 inch),2256x1504 pixel,60,5.2,1340 g,Yes,1 Year Onsite Warranty
ZEBRONICS,"₹40,990",Thin and Light Laptop,Space Grey,No,16 GB,DDR4,Yes,512 GB,0,Intel,Core i7,1255U,Max Turbo Frequency upto 4.7GHz,Intel Integrated UHD,GDDR4,2 GB,Windows 11 Home,No,39.62 cm (15.6 inch),1920 X 1080 Pixel,60,v5.0,1.76 Kg,No,1 Year Carry-in Warranty
Acer,"₹54,271",Thin and Light Laptop,Pure Silver,Yes,16 GB,LPDDR4X,Yes,512 GB,0,AMD,Ryzen 5 Hexa Core,7530U,2.0 GHz upto max turbo frequency at 4.5 Ghz,AMD Radeon AMD,GDDR4,2 GB,Windows 11 Home,No,35.56 cm (14 Inch),1920 x 1080 Pixel,60,v5.1,1.25 Kg,Yes,1 Year International Travelers Warranty (ITW)
HP,"₹64,490",Gaming Laptop,Performance Blue,No,16 GB,DDR4,Yes,512 GB,0,AMD,Ryzen 5 Hexa Core,5600H,3.3GHz Upto max turbo frequency at 4.2 GHz,AMD Radeon RX 6500M,GDDR6,4 GB,Windows 11 Home,No,39.62 cm (15.6 Inch),1920 x 1080 Pixel,60,v5.3,2.37 Kg,Yes,1 Year Onsite Warranty
DELL,"₹51,699",Thin and Light Laptop,Platinum Silver,Yes,16 GB,DDR4,Yes,512 GB,0,Intel,Core i5,1135G7,4.2,Intel Integrated UHD Graphics,GDDR4,2 GB,Windows 11 Home,No,39.62 cm (15.6 Inch),1920 x 1080 Pixel,60,v5.0,1.8 Kgs,Yes,1 Year Onsite Warranty
ASUS,"₹44,990",Thin and Light Laptop,Cool Silver,Yes,16 GB,LPDDR5,Yes,512 GB,0,AMD,Ryzen 5 Quad Core,7520U,2.8 GHz upto max turbo frequency at 4.3 Ghz,AMD Radeon Radeon,GDDR4,2 GB,Windows 11 Home,No,39.62 cm (15.6 inch),1920 x 1080 pixel,60,5.0,1.63 kg,No,1 Year Onsite
ASUS,"₹49,990",Laptop,Cool Silver,Yes,16 GB,DDR4,Yes,512 GB,0,AMD,Ryzen 5 Hexa Core,7530U,2.0 GHz upto max turbo frequency at 4.5 Ghz,AMD Radeon AMD,GDDR4,2 GB,Windows 11 Home,No,40.64 cm (16 Inch),1920 x 1200 Pixel,60,v5.0,1.88 Kg,Yes,1 Year Onsite Warranty
ASUS,"₹66,990",Gaming Laptop,Quiet Blue,Yes,16 GB,DDR4,Yes,512 GB,0,AMD,Ryzen 7 Octa Core,5800HS,3.2GHz upto max turbo frequency at 4.4 GHz,NVIDIA GeForce RTX 2050,GDDR6,4 GB,Windows 11 Home,No,39.62 cm (15.6 Inch),1920 x 1080 Pixel,60,v5.3,1.80 Kg,Yes,1 Year Onsite Warranty
HP,"₹36,700",Thin and Light Laptop,Natural Silver,Yes,8 GB,DDR4,Yes,512 GB,0,Intel,Core i3,,4.1 GHz Max Turbo Frequency,Intel Integrated UHD,GDDR4,2 GB,Windows 10 Home,No,35.56 cm (14 inch),1920 x 1080 Pixels,60,v5.0,1.46 Kg,Yes,1 Year Onsite Warranty
HP,"₹48,990",Thin and Light Laptop,Silver,Yes,8 GB,DDR4,Yes,512 GB,0,Intel,Core i5,,,Intel Integrated Intel Iris Xe Graphics,GDDR4,2 GB,Windows 11 Home,No,39.62 cm (15.6 inch),1920x1080 pixel,60,YES,,No,1-year warranty
DELL,"₹39,490",Thin and Light Laptop,Platinum Silver,Yes,8 GB,DDR4,Yes,512 GB,0,AMD,Ryzen 5 Hexa Core,5500U,up to 4.00 GHz,AMD Radeon UHD,GDDR4,2 GB,Windows 11 Home,No,39.62 cm (15.6 Inch),1920 X 1080 Pixel,60,Yes,1.69 kg,No,1 Year Onsite Hardware Service
Acer,"₹91,990",Gaming Laptop,Obsidian Black,No,16 GB,DDR5,Yes,512 GB,0,Intel,Core i5,13500HX,Max Turbo Frequency up to 4.7 GHz,NVIDIA GeForce RTX 4050,GDDR6,6 GB,Windows 11 Home,No,40.64 cm (16 Inch),1920 x 1200 Pixel,60,v5.1,2.6 Kg,Yes,1 Year International Travelers Warranty (ITW)
ASUS,"₹78,690",Gaming Laptop,Black,Yes,16 GB,LPDDR4,Yes,1 TB,0,Intel,Core i7,11800H,2.3 Ghz. Turbo Upto 4.6 Ghz.,NVIDIA GeForce RTX 4GB NVIDIA GeForce RTX 3050 Ti,GDDR6,4 GB,Windows 11 Home,No,39.62 cm (15.6 inch),1920 x 1080 pixel,144 Hz,YES,2.30 kg,Yes,1 Year Warranty
HP,"₹52,990",Thin and Light Laptop,Natural Silver,Yes,8 GB,DDR4,Yes,512 GB,0,AMD,Ryzen 5 Hexa Core,5625U,2.4 GHz upto max turbo frequency at 4.3 Ghz,AMD Radeon AMD,GDDR4,2 GB,Windows 11 Home,No,39.62 cm (15.6 inch),1920 x 1080 Pixel,60,v5.2,1.75 Kg,Yes,1 Year Onsite Warranty
ASUS,"₹65,499",Gaming Laptop,Black Plastic,Yes,8 GB,DDR4,Yes,512 GB,0,Intel,Core i5,10300H,4.5,NVIDIA GeForce GTX 1650,GDDR6,4 GB,Windows 11 Home,No,39.62 cm (15.6 Inch),1920 x 1080 Pixels pixel,144 Hz,v5.2,2.30 Kg,Yes,1 Year Onsite warranty
HP,"₹54,500",2 in 1 Laptop,Natural Silver,Yes,8 GB,DDR4,Yes,512 GB,0,Intel,Core i3,1115G4,4.10 GHz Max Turbo Frequency,Intel Integrated UHD,GDDR4,2 GB,Windows 10 Home,Yes,35.56 cm (14 inch),1920 x 1080 Pixel,60,v5.0,1.61 kg,Yes,1 Year Onsite Warranty
HP,"₹90,500",2 in 1 Laptop,Pink,Yes,16 GB,DDR4,Yes,512 GB,0,Intel,Core i7,,,Intel Integrated,GDDR4,2 GB,Windows 11 Home,Yes,35.56 cm (14 inch),1920 x 1080 pixel,60,yes,,No,1 year Manufacturer
HP,"₹32,200",Laptop,Black,No,8 GB,DDR4,Yes,512 GB,0,Intel,Core i3,,,Intel Integrated,GDDR4,2 GB,Windows 10 Pro,No,39.62 cm (15.6 inch),1366 X 768$$Pixels pixel,60,YES,,No,1 YEAR
MSI,"₹84,990",Gaming Laptop,Black,No,16 GB,DDR4,Yes,1 TB,0,Intel,Core i7,12650H,Max Turbo Frequency up to 4.70 GHz,NVIDIA GeForce RTX 4050,GDDR6,6 GB,Windows 11 Home,No,39.62 cm (15.6 Inch),1920 x 1080 Pixel,144 Hz,v5.2,1.86 Kg,No,2 Year Carry-in Warranty
ASUS,"₹68,071",Gaming Laptop,Grey Metal,No,8 GB,DDR4,Yes,512 GB,0,Intel,Core i5,10300H,2.5 GHz with Turbo Boost Upto 4.5 GHz,NVIDIA GeForce GTX 1650 Ti,GDDR6,4 GB,Windows 10 Home,No,43.94 cm (17.3 inch),1920 x 1080 Pixel,120 Hz,v5.1,2.6 kg,Yes,1 Year Onsite Warranty
MSI,"₹89,990",Gaming Laptop,Black,No,16 GB,DDR4,Yes,512 GB,0,Intel,Core i7,12650H,Max Turbo Frequency up to 4.70 GHz,NVIDIA GeForce RTX 4060,GDDR6,8 GB,Windows 11 Home,No,39.62 cm (15.6 Inch),1920 x 1080 Pixel,144 Hz,v5.2,1.86 Kg,No,2 Year Carry-in Warranty
HP,"₹74,419",2 in 1 Laptop,Poseidon Blue,No,8 GB,DDR4,Yes,512 GB,0,Intel,Core i5,1035G4,1.1 GHz with Turbo Boost Upto 3.7 GHz,Intel Integrated Iris Plus,GDDR4,2 GB,Windows 10 Pro,Yes,33.78 cm (13.3 inch),1920 x 1080 Pixel,60,v5.0,1.27 kg,Yes,1 Year Onsite Warranty
Lenovo,"₹59,190",Thin and Light Laptop,Cloud Grey,Yes,16 GB,DDR4,Yes,512 GB,0,AMD,Ryzen 5 Hexa Core,7530U,"Base Frequency 2.0 GHz, Max Turbo Boost at 4.5 GHz",AMD Radeon AMD,GDDR4,2 GB,Windows 11 Home,No,35.56 cm (14 Inch),1920 x 1200 Pixels,60,v5.1,1.46 kg,Yes,1 Year Carry-in Warranty
MSI,"₹45,990",Gaming Laptop,Black,No,8 GB,DDR5,Yes,512 GB,0,AMD,Ryzen 5 Hexa Core,7535HS,Max Frequency Up to 4.55 GHz,AMD Radeon RX6550M,GDDR6,4 GB,Windows 11 Home,No,39.62 cm (15.6 inch),1920 X 1080 Pixel,144 Hz,v5.3,2.35 Kg,Yes,1 Year Carry-in Warranty
AXL,"₹16,970",Thin and Light Laptop,Space Grey,No,4 GB,DDR4,Yes,256 GB,0,Intel,Celeron Dual Core,,,Intel Integrated,GDDR4,2 GB,Windows 11 Home,No,39.62 cm (15.6 inch),1920*1080 pixel,60,yes,,No,1 Year
